project_name,layer_id,property_id,property_name,unit_id,dimension_des,metadata_url,download_url,get_map_url,get_legend_url,get_feature_info_url
Global Salt-Affected Soils,BT-GSAS-NAEXCPT-2021-0-30,NAEXCPT,Sodium (Na+) - exchangeable percent transformed,%,0-30,http://localhost:8001/collections/metadata:main/items/5dfe057e-41e9-11f0-96f5-456217065866,https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAPSET/BT-GSAS-NAEXCPT-2021/GLOSIS.BT-GSAS-NAEXCPT-2021.D-0-30.tif,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCPT-2021-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-NAEXCPT-2021-0-30&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCPT-2021-0-30.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-NAEXCPT-2021-0-30&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCPT-2021-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-NAEXCPT-2021-0-30&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-NAEXCPT-2021-0-30&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-NAEXCPT-2021-30-100,NAEXCPT,Sodium (Na+) - exchangeable percent transformed,%,30-100,http://localhost:8001/collections/metadata:main/items/5dfe057e-41e9-11f0-96f5-456217065866,https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAPSET/BT-GSAS-NAEXCPT-2021/GLOSIS.BT-GSAS-NAEXCPT-2021.D-30-100.tif,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCPT-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-NAEXCPT-2021-30-100&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCPT-2021-30-100.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-NAEXCPT-2021-30-100&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCPT-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-NAEXCPT-2021-30-100&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-NAEXCPT-2021-30-100&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-NAEXCSD-2021-30-100,NAEXCSD,Sodium (Na+) - exchangeable standard deviation,%,30-100,http://localhost:8001/collections/metadata:main/items/5dfe058a-41e9-11f0-96f5-456217065866,"https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAP/GLOSIS.BT-GSAS-NAEXCSD-2021,tif",http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCSD-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-NAEXCSD-2021-30-100&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCSD-2021-30-100.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-NAEXCSD-2021-30-100&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCSD-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-NAEXCSD-2021-30-100&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-NAEXCSD-2021-30-100&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-NAEXCU-2021-30-100,NAEXCU,Sodium (Na+) - exchangeable uncertainty,%,30-100,http://localhost:8001/collections/metadata:main/items/5dfe05a3-41e9-11f0-96f5-456217065866,"https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAP/GLOSIS.BT-GSAS-NAEXCU-2021,tif",http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCU-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-NAEXCU-2021-30-100&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCU-2021-30-100.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-NAEXCU-2021-30-100&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-NAEXCU-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-NAEXCU-2021-30-100&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-NAEXCU-2021-30-100&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-PHX-2021-0-30,PHX,pH - Hydrogen potential,pH,0-30,http://localhost:8001/collections/metadata:main/items/5dfe0565-41e9-11f0-96f5-456217065866,https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAPSET/BT-GSAS-PHX-2021/GLOSIS.BT-GSAS-PHX-2021.D-0-30.tif,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHX-2021-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-PHX-2021-0-30&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHX-2021-0-30.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-PHX-2021-0-30&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHX-2021-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-PHX-2021-0-30&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-PHX-2021-0-30&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-PHX-2021-30-100,PHX,pH - Hydrogen potential,pH,30-100,http://localhost:8001/collections/metadata:main/items/5dfe0565-41e9-11f0-96f5-456217065866,https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAPSET/BT-GSAS-PHX-2021/GLOSIS.BT-GSAS-PHX-2021.D-30-100.tif,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHX-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-PHX-2021-30-100&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHX-2021-30-100.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-PHX-2021-30-100&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHX-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-PHX-2021-30-100&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-PHX-2021-30-100&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-PHXSD-2021-30-100,PHXSD,pH - Hydrogen potential standard deviation,pH,30-100,http://localhost:8001/collections/metadata:main/items/5dfe0590-41e9-11f0-96f5-456217065866,"https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAP/GLOSIS.BT-GSAS-PHXSD-2021,tif",http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXSD-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-PHXSD-2021-30-100&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXSD-2021-30-100.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-PHXSD-2021-30-100&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXSD-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-PHXSD-2021-30-100&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-PHXSD-2021-30-100&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-PHXT-2021-0-30,PHXT,pH - Hydrogen potential transformed,pH,0-30,http://localhost:8001/collections/metadata:main/items/5dfe057a-41e9-11f0-96f5-456217065866,https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAPSET/BT-GSAS-PHXT-2021/GLOSIS.BT-GSAS-PHXT-2021.D-0-30.tif,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXT-2021-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-PHXT-2021-0-30&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXT-2021-0-30.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-PHXT-2021-0-30&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXT-2021-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-PHXT-2021-0-30&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-PHXT-2021-0-30&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-PHXT-2021-30-100,PHXT,pH - Hydrogen potential transformed,pH,30-100,http://localhost:8001/collections/metadata:main/items/5dfe057a-41e9-11f0-96f5-456217065866,https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAPSET/BT-GSAS-PHXT-2021/GLOSIS.BT-GSAS-PHXT-2021.D-30-100.tif,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXT-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-PHXT-2021-30-100&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXT-2021-30-100.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-PHXT-2021-30-100&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXT-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-PHXT-2021-30-100&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-PHXT-2021-30-100&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-PHXU-2021-30-100,PHXU,pH - Hydrogen potential uncertainty,pH,30-100,http://localhost:8001/collections/metadata:main/items/5dfe05a2-41e9-11f0-96f5-456217065866,"https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAP/GLOSIS.BT-GSAS-PHXU-2021,tif",http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXU-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-PHXU-2021-30-100&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXU-2021-30-100.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-PHXU-2021-30-100&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-PHXU-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-PHXU-2021-30-100&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-PHXU-2021-30-100&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-SALT-2021-0-30,SALT,Salinification,class,0-30,http://localhost:8001/collections/metadata:main/items/5dfe0570-41e9-11f0-96f5-456217065866,https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAPSET/BT-GSAS-SALT-2021/GLOSIS.BT-GSAS-SALT-2021.D-0-30.tif,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-SALT-2021-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-SALT-2021-0-30&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-SALT-2021-0-30.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-SALT-2021-0-30&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-SALT-2021-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-SALT-2021-0-30&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-SALT-2021-0-30&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-SALT-2021-30-100,SALT,Salinification,class,30-100,http://localhost:8001/collections/metadata:main/items/5dfe0570-41e9-11f0-96f5-456217065866,https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAPSET/BT-GSAS-SALT-2021/GLOSIS.BT-GSAS-SALT-2021.D-30-100.tif,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-SALT-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-SALT-2021-30-100&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-SALT-2021-30-100.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-SALT-2021-30-100&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-SALT-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-SALT-2021-30-100&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-SALT-2021-30-100&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Salt-Affected Soils,BT-GSAS-SALTU-2021-30-100,SALTU,Salinification uncertainty,class,30-100,http://localhost:8001/collections/metadata:main/items/5dfe0555-41e9-11f0-96f5-456217065866,"https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAP/GLOSIS.BT-GSAS-SALTU-2021,tif",http://localhost:8082/?map=/etc/mapserver/BT-GSAS-SALTU-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSAS-SALTU-2021-30-100&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-SALTU-2021-30-100.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSAS-SALTU-2021-30-100&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSAS-SALTU-2021-30-100.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSAS-SALTU-2021-30-100&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSAS-SALTU-2021-30-100&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Soil Nutrients Map,BT-GSNM-BASAT-2024-0-30,BASAT,Base saturation,%,0-30,http://localhost:8001/collections/metadata:main/items/5dfe05ab-41e9-11f0-96f5-456217065866,"https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAP/GLOSIS.BT-GSNM-BASAT-2024,tif",http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BASAT-2024-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSNM-BASAT-2024-0-30&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BASAT-2024-0-30.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSNM-BASAT-2024-0-30&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BASAT-2024-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSNM-BASAT-2024-0-30&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSNM-BASAT-2024-0-30&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Soil Nutrients Map,BT-GSNM-BASATSD-2024-0-30,BASATSD,Base saturation standard deviation,%,0-30,http://localhost:8001/collections/metadata:main/items/5dfe0579-41e9-11f0-96f5-456217065866,"https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAP/GLOSIS.BT-GSNM-BASATSD-2024,tif",http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BASATSD-2024-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSNM-BASATSD-2024-0-30&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BASATSD-2024-0-30.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSNM-BASATSD-2024-0-30&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BASATSD-2024-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSNM-BASATSD-2024-0-30&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSNM-BASATSD-2024-0-30&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Soil Nutrients Map,BT-GSNM-BKD-2024-0-30,BKD,Bulk density,g/cm3,0-30,http://localhost:8001/collections/metadata:main/items/5dfe0597-41e9-11f0-96f5-456217065866,"https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAP/GLOSIS.BT-GSNM-BKD-2024,tif",http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BKD-2024-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSNM-BKD-2024-0-30&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BKD-2024-0-30.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSNM-BKD-2024-0-30&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BKD-2024-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSNM-BKD-2024-0-30&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSNM-BKD-2024-0-30&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Soil Nutrients Map,BT-GSNM-BKDSD-2024-0-30,BKDSD,Bulk density standard deviation,g/cm3,0-30,http://localhost:8001/collections/metadata:main/items/5dfe0593-41e9-11f0-96f5-456217065866,"https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAP/GLOSIS.BT-GSNM-BKDSD-2024,tif",http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BKDSD-2024-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSNM-BKDSD-2024-0-30&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BKDSD-2024-0-30.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSNM-BKDSD-2024-0-30&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BKDSD-2024-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSNM-BKDSD-2024-0-30&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSNM-BKDSD-2024-0-30&INFO_FORMAT=text%2Fhtml&I=282&J=429
Global Soil Nutrients Map,BT-GSNM-BSEXC-2024-0-30,BSEXC,Bases - exchangeable,cmol(c)/kg,0-30,http://localhost:8001/collections/metadata:main/items/5dfe055f-41e9-11f0-96f5-456217065866,"https://storage.googleapis.com/fao-gismgr-glosis-data/DATA/GLOSIS/MAP/GLOSIS.BT-GSNM-BSEXC-2024,tif",http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BSEXC-2024-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetMap&BBOX=4.584249999999999936%2C116.5172270000000054%2C21.22970700000000122%2C126.8480870000000067&CRS=EPSG%3A4326&WIDTH=567&HEIGHT=914&LAYERS=BT-GSNM-BSEXC-2024-0-30&STYLES=&FORMAT=image%2Fpng&DPI=96&MAP_RESOLUTION=96&FORMAT_OPTIONS=dpi%3A96&TRANSPARENT=TRUE,http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BSEXC-2024-0-30.map&SERVICE=WMS&VERSION=1.1.1&LAYER=BT-GSNM-BSEXC-2024-0-30&REQUEST=getlegendgraphic&FORMAT=image/png,http://localhost:8082/?map=/etc/mapserver/BT-GSNM-BSEXC-2024-0-30.map&SERVICE=WMS&VERSION=1.3.0&REQUEST=GetFeatureInfo&LAYERS=BT-GSNM-BSEXC-2024-0-30&STYLES=&FORMAT=image%2Fpng&QUERY_LAYERS=BT-GSNM-BSEXC-2024-0-30&INFO_FORMAT=text%2Fhtml&I=282&J=429
